Company Name,Original_Number,URL,is_b2b,is_b2b_reason,serves_1000,serves_1000_reason,found_number,sales_pitch,description,matched_golden_partner,match_reasoning,Industry,Matched Partner Description,Avg Leads Per Day,Rank,B2B Indicator,Phone Outreach Suitability,Target Group Size Assessment,Products/Services Offered,USP/Key Selling Points,Customer Target Segments,Business Model,Company Size Inferred,Innovation Level Indicators,Website Clarity Notes,Original Row Number,ScrapeStatus
Maschinenhandel GmbH,,http://www.gan-maschinenhandel.de,Yes,"The text mentions ""CNC Maschinen, Industriemaschinen, Anlagen"", indicating products sold to businesses.",Yes,"The mention of ""Industriemaschinen, Anlagen, Export Geschäfte"" suggests a scalable operation capable of serving many customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation von Industrieunternehmen spezialisiert hat, insbesondere im Bereich Wartung und Anlagenmanagement. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","The company deals with CNC machines, industrial machines, plants, and the mediation of machines. It is involved in export business and provides related services.",RODIAS GmbH,"Industrieüberschneidung: IT-Beratung für Industrieunternehmen, insbesondere im Bereich Wartung und Anlagenverwaltung.; Fokus auf die Digitalisierung und Automatisierung von Prozessen im industriellen Umfeld.; Dienstleistungen im Bereich der Wartung und Anlagenverwaltung.",Industrial Machinery,"Industry: IT Consulting (specializing in digital transformation for industry, particularly maintenance and asset management); Services/Products: Customized IT solutions for maintenance, asset management, operation and dismantling of complex technical plants; Consulting services for maintenance; Free potential analysis; AI in maintenance; Predictive Maintenance; Augmented Reality for maintenance teams; Maintenance 4.0 solutions; Mobile apps for on-site maintenance; 360° Asset Lifecycle Management (consulting, implementation, service, support); Enterprise Asset Management (EAM) 4.0 solutions; Custom software development; Service & Support.; Target Audience: Industrial companies with complex technical plants requiring maintenance and asset management solutions.; Business Model: IT consulting; Project-based development of customized software solutions; Service and support (implementation, ongoing support).; Company Size: SME (General) / Medium; Innovation Level: Digital transformation; AI in maintenance; Predictive Maintenance; Augmented Reality; Maintenance 4.0; Analytics; Condition-Based Maintenance; Awarded as TOP 100 Innovator 2022.",8.0,19,True,True,Appears Small,CNC machines; Industrial machines; Plants; Mediation of machines; Export business services,,,"Sales and mediation of industrial machinery, export services",Unknown/Not Specified,,"The business model is clear, but the target group is not explicitly defined.",706.0,Used_Fallback_Description
Artecol,,http://www.artecol.de,Unknown,"The text describes art exhibitions and Colombian art, with no clear indication of B2B or B2C focus.",No,"The text focuses on local art exhibitions, suggesting a small-scale operation rather than a large customer base. Mentions of specific locations like ""Rathaus Höhenkircheen-Siegertsbrunn"" and ""Raiffeisenbank"" indicate a local focus.",,,,,Pre-qualification failed: Not_B2B,Retail Sector (B2B),,,,,,,,,,,,,,707.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Elektromaschinenbau,,http://www.elektromaschinenbau-treuen.de,Yes,"The company provides ""Antriebstechnik für Industrie und Handwerk"" (drive technology for industry and trade), indicating a B2B focus.",Yes,"The company has expanded significantly over time, with ""über 50 Beschäftigte"" (over 50 employees) and a new production hall of ""ca. 1200 m²"", suggesting a capacity to serve a large number of customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung für Industrieunternehmen mit komplexen technischen Anlagen, das ebenfalls Industrieunternehmen anspricht. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","Schmidt Elektromaschinenbau is a German company located in Treuen, specializing in drive technology for industry and trade since 1925. Their services include development, repair, service, and sales related to electric motors. Their product range encompasses servo, AC, DC, and geared motors, as well as generators, transformers, pumps, and drive and control technology. The company also handles customer-specific tasks, expanding their range of services. The company was founded as Motorenreparatur und Ankerwicklerei Trommer in 1925, later acquired by Gottfried Schmidt in 1961, and then sold to Matthias Leipoldt in 1997, retaining the name Schmidt Elektromaschinenbau. The company has grown from 6 employees in 1997 to over 50.",RODIAS GmbH,"Beide Unternehmen bieten Lösungen für Industrieunternehmen an.; RODIAS GmbH bietet IT-Lösungen für die Wartung komplexer technischer Anlagen, was mit den Produkten/Services von Elektromaschinenbau Treuen in Verbindung stehen könnte.; RODIAS GmbH bietet Beratungsleistungen für die digitale Transformation an, was für Elektromaschinenbau Treuen relevant sein könnte.",Electrical Engineering / Manufacturing,"Industry: IT Consulting (specializing in digital transformation for industry, particularly maintenance and asset management); Services/Products: Customized IT solutions for maintenance, asset management, operation and dismantling of complex technical plants; Consulting services for maintenance; Free potential analysis; AI in maintenance; Predictive Maintenance; Augmented Reality for maintenance teams; Maintenance 4.0 solutions; Mobile apps for on-site maintenance; 360° Asset Lifecycle Management (consulting, implementation, service, support); Enterprise Asset Management (EAM) 4.0 solutions; Custom software development; Service & Support.; Target Audience: Industrial companies with complex technical plants requiring maintenance and asset management solutions.; Business Model: IT consulting; Project-based development of customized software solutions; Service and support (implementation, ongoing support).; Company Size: SME (General) / Medium; Innovation Level: Digital transformation; AI in maintenance; Predictive Maintenance; Augmented Reality; Maintenance 4.0; Analytics; Condition-Based Maintenance; Awarded as TOP 100 Innovator 2022.",8.0,19,True,True,Appears Medium,Servo motors; AC motors; DC motors; Geared motors; Generators; Transformers; Pumps; Drive technology; Control technology; Electric motor repair; Electric motor service; Electric motor sales,"Specialization in drive technology since 1925; Comprehensive service offerings (development, repair, service, sales); Customer-specific solutions",Industry; Trade,Service and sales of electric motors and related equipment,SME,,The business model and offerings are clearly articulated. The target audience is broad (industry and trade).,710.0,Success
Ein SteinHaus GmbH,'+49 676 19270860,http://www.einsteinhaus.de,Yes,"The company offers 'Gewerbebau' (commercial construction), indicating B2B services.",Yes,"The text mentions 'Mehrfamilienhäuser' (apartment buildings) and 'Geschosswohnungsbau' (multi-story residential construction), suggesting the capacity to serve a large number of customers through large-scale projects.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Construction Tech, das eine App für digitale Vermessung und Navigation auf Baustellen anbietet und sich an Bauunternehmen richtet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","EINSTEINHAUS is a German company specializing in the construction of massive, prefabricated houses. They offer a range of residential buildings, including single-family homes, multi-family homes, and apartment buildings, utilizing their innovative ESH-Klimawand (ESH climate wall) technology. This technology, combined with heat pump technology and underfloor heating, allows their homes to achieve energy efficiency class A/A+. EINSTEINHAUS emphasizes sustainable building practices, using a Klimastein made from renewable softwood, which they claim results in a CO2-efficient construction process. Their business model focuses on providing individually planned and customized homes with a high degree of prefabrication to ensure short construction times. They cater to customers looking for energy-efficient, sustainable, and quickly built homes. The company also offers consultation services and supports customers throughout the planning and construction phases, offering options for high-quality features and smart home integration. EINSTEINHAUS aims to combine the durability of solid construction with the speed and efficiency of prefabricated building.",SitePlan GmbH,Gemeinsame Branche: Baugewerbe / Construction Tech; Ähnliche Produkte/Services: Digitale Vermessung und Navigation auf Baustellen; Zielgruppe: Bauunternehmen,Construction,"Industry: Software for Civil Engineering / Construction Tech; Services/Products: An innovative app for digital surveying and navigation in civil engineering; Transforms digital construction plans into GPS-supported maps; GPS navigation in construction plans; Georeferenced photo documentation; Precise surveying with GNSS technology; Real-time collaboration.; Target Audience: Construction companies (specifically in civil engineering / underground construction).; Business Model: App-based software solution / Product-driven.; Company Size: Unknown/Not Specified; Innovation Level: Innovative app; Digital surveying and navigation solution; GPS-supported maps; GNSS technology; Real-time collaboration; Focus on digitalization and automation in civil engineering; ""Revolutionizes your way of working.""",5.0,11,,True,Appears Medium,Prefabricated single-family homes; Prefabricated multi-family homes; Prefabricated apartment buildings; Consultation services; Smart home integration,Energy-efficient homes (A/A+); Sustainable building practices; CO2-efficient construction process; Individually planned and customized homes; Short construction times,Customers looking for energy-efficient homes; Customers looking for sustainable homes; Customers looking for quickly built homes,Construction of prefabricated homes with customization options and consultation services,Unknown/Not Specified,Summary highlights innovative ESH-Klimawand (ESH climate wall) technology and Klimastein made from renewable softwood.,The business model and target audience are reasonably clear from the summary.,711.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Donum Vitae,'+49 284 1884353,http://www.donumvitae-moers.de,No,"The organization provides counseling and support services related to pregnancy, sexual health, and family planning, primarily targeting individuals and families. There are no indications of serving businesses.",Yes,"The organization has multiple locations ('Moers', 'Kleve') and offers online counseling, suggesting the capacity to serve a large number of individuals. They also provide services in schools, indicating a broad reach.",,,,,Pre-qualification failed: Not_B2B,Unknown/Not Specified,,,,,,,,,,,,,,714.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Regiomontanus-Gymnasium Haßfurt,,http://www.regiomontanus-gymnasium.de,No,"The text describes a school ('Regiomontanus-Gymnasium'), which primarily serves students (consumers) rather than businesses.",No,"The text describes a single school, which while it may have many students, doesn't suggest a scalable business model serving over 1000 *customers* in a B2B sense. The mention of '109 Schülerinnen und Schüler' further suggests a smaller scale.",,,,,Pre-qualification failed: Not_B2B,Unknown/Not Specified,,,,,,,,,,,,,,716.0,Success
Personenbeförderung,,http://www.ich-informiere.de,Yes,"The text mentions ""gewerbliche Nutzung"" (commercial use) and ""Ideal für Kleinunternehmer, Existenzgründer"" (Ideal for small businesses, startups), indicating a B2B aspect.",Yes,"The service is a website builder, implying a scalable platform capable of serving a large number of users. The mention of ""Speicherplatz für den Internetbaukasten"" (storage space for the website builder) suggests a large-scale operation.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digitalagentur, die Webdesign, Entwicklung und SEO für Unternehmen anbietet. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","The website offers a free web server and a homepage builder called 'InternetBaukasten'. It allows users to create their own homepages easily, even without prior experience. The service provides various designs, modules like guestbooks and contact forms, and optimization for search engines. It is suitable for private and commercial use and caters to individuals, small businesses, and organizations in areas like tourism, sports, hobbies, and gastronomy. Users need to register with a valid email address to create an account.",PNP Media,Überschneidung im Bereich Webdesign und -entwicklung.; Gemeinsamer Fokus auf Suchmaschinenoptimierung (SEO).; Angebot von Online-Marketing-Dienstleistungen.,Web Services,"Industry: Digital Marketing Agency (Full-Service); Services/Products: Web Design & Development (creation of modern, user-friendly websites and online shops); Search Engine Optimization (SEO); Search Engine Advertising (SEA) & Google Ads; Performance Marketing (development of data-driven marketing strategies); Social Recruiting; Branding & Print Materials.; Target Audience: Businesses.; Business Model: Service-oriented (offers a broad palette of services).; Company Size: Startup / Small; Innovation Level: ""Innovative solutions""; ""Use of modern technologies and methods""; ""staying at the forefront of digital development.""",5.0,34,,True,Appears Large / >=500 potential,"Web server; Homepage builder ('InternetBaukasten'); Designs and modules (guestbooks, contact forms); Search engine optimization",Easy homepage creation without prior experience; Suitable for private and commercial use; Various designs and modules available,Individuals; Small businesses; Organizations; Tourism sector; Sports sector; Hobbies sector; Gastronomy sector,Freemium web services,Unknown/Not Specified,,The business model and target audience are reasonably clear from the summary.,717.0,Success
Freier Redner,,http://www.freier-redner.de,No,"The services listed (wedding speeches, funeral speeches, etc.) are primarily for individual consumers, not businesses.",No,"The services described are personal and likely limited to a local area, making it unlikely the company serves 1000+ customers.",,,,,Pre-qualification failed: Not_B2B,Telecommunications Services / Infrastructure,,,,,,,,,,,,,,718.0,Used_Fallback_Description
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Clinidente,,http://www.clinidentebh.com.br,,,,,,,,,No text collected from website scraping and no fallback,Healthcare Services,,,,,,,,,,,,,,720.0,DNSError
MV Engineering GmbH,'+49 21 51516240,http://www.mv-engineering.de,Yes,"The company provides services like ""Montage"", ""Fertigung"", ""Brandschutz"", and ""Wasseraufbereitung"", and lists partners like ""ALSTOM Schienenverkehr"" and ""SIEMENS AG Automatisierungsunternehmen"", indicating B2B operations.",Yes,"The text mentions ""weltweit kundenspezifische Systemlösungen"" (worldwide customer-specific system solutions) and ""8000 Wagenkästen"" (8000 car bodies), suggesting a large-scale operation and the capacity to serve over 1000 customers.",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Consulting, das sich auf die digitale Transformation im Anlagenmanagement spezialisiert hat und Industrieunternehmen mit komplexen technischen Anlagen anspricht. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","MV Engineering GmbH & Co. KG, based in Duisburg, Germany, is a medium-sized family business with over three decades of experience, specializing in providing a range of technical services. Their core business focuses on rail vehicles, particularly insulation, bonding, and profile processing. They also offer aluminum and steel processing services (CNC, welding) and customized fire protection solutions under the brand ""Vatramil,"" which includes the development, production, and marketing of functional, environmentally friendly, and high-quality products for passive fire protection and thermal insulation in high-temperature applications. Additionally, MV Engineering provides water treatment solutions, encompassing project design, consulting, and engineering services, including the complete delivery of related systems. They offer services worldwide, including project planning, engineering, construction, manufacturing, delivery, and assembly of insulation and finished metal components for rail vehicles. The company emphasizes reliability, adherence to deadlines, and high-quality standards. They have 160 employees and have worked on 60 projects involving 8000 railcar bodies.",RODIAS GmbH,Gemeinsame Industrie: Engineering und IT-Consulting für Industrieanlagen.; Ähnliche Dienstleistungen: Beratung und kundenspezifische IT-Lösungen für komplexe technische Anlagen.; Fokus auf Digitalisierung und Optimierung von Prozessen in der Instandhaltung und im Anlagenmanagement.,Engineering and Manufacturing,"Industry: IT Consulting (specializing in digital transformation for industry, particularly maintenance and asset management); Services/Products: Customized IT solutions for maintenance, asset management, operation and dismantling of complex technical plants; Consulting services for maintenance; Free potential analysis; AI in maintenance; Predictive Maintenance; Augmented Reality for maintenance teams; Maintenance 4.0 solutions; Mobile apps for on-site maintenance; 360° Asset Lifecycle Management (consulting, implementation, service, support); Enterprise Asset Management (EAM) 4.0 solutions; Custom software development; Service & Support.; Target Audience: Industrial companies with complex technical plants requiring maintenance and asset management solutions.; Business Model: IT consulting; Project-based development of customized software solutions; Service and support (implementation, ongoing support).; Company Size: SME (General) / Medium; Innovation Level: Digital transformation; AI in maintenance; Predictive Maintenance; Augmented Reality; Maintenance 4.0; Analytics; Condition-Based Maintenance; Awarded as TOP 100 Innovator 2022.",8.0,19,True,True,Appears Medium,"Insulation for rail vehicles; Bonding for rail vehicles; Profile processing for rail vehicles; Aluminum and steel processing (CNC, welding); Fire protection solutions (Vatramil); Water treatment solutions",Over three decades of experience; Customized fire protection solutions; Reliability and adherence to deadlines; High-quality standards,Rail vehicle manufacturers; Companies requiring fire protection solutions; Companies needing water treatment solutions,Service-oriented; Project-based engineering and manufacturing,SME,"Summary highlights the development, production, and marketing of functional, environmentally friendly, and high-quality products for passive fire protection and thermal insulation in high-temperature applications under the brand ""Vatramil.""","The business model and offerings are reasonably clear, although specific target customer segments could be more explicit.",721.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
AUTOBLITZ,'+49 719 5135464,http://www.autoblitz-mayer.de,Yes,"The company works with 'Autoclubs' and offers services for 'Fahrzeugaufbereitung ... In ganz Deutschland und auch über die Grenzen Deutschlands hinaus', suggesting B2B partnerships and services.",Yes,"The company operates 'In ganz Deutschland und auch über die Grenzen Deutschlands hinaus' and works with a 'Stammkunde aus den USA', indicating a capacity to serve a large number of customers beyond a local area.",,,,,LLM Partner Matching Failed or No Match Found,Vehicle Detailing and Care,,,,,True,Appears Medium,"Interior cleaning; Stain and mold removal; Leather repair and dyeing; Paint correction; Paint protection (ceramic, nano, film coatings); Rust removal; Brake caliper painting; Plastic repair; Oldtimer restoration",Reconditioning and care of valuable classic cars and high-quality automobiles; Specialized services for Ferrari and Maserati vehicles; Use of nano-coatings and self-healing paint protection films (PPF),Owners of classic cars; Owners of high-quality automobiles,Service-based; Vehicle detailing and restoration,SME,Summary mentions nano-coatings and self-healing paint protection films (PPF).,The business model and offerings are clearly articulated. Target audience is implied through the services offered.,726.0,Success
Galeria Markthalle GmbH & Co KG,'+49 201 97797977,http://www.galeria-markthalle.de,Yes,"Galeria Markthalle has multiple locations and offers products and services that could be used by businesses, such as 'Geschenkeservice' (gift service) and bulk wine purchases ('Beim Kauf von 11 Flaschen Wein einer Sorte aus unserem Sortiment erhalten Sie eine weitere gratis dazu.') suggesting potential B2B sales.",Yes,"The company has multiple locations ('Unsere Filialen Bad Homburg Berlin-Hermannplatz...') and offers a newsletter with a prize draw, indicating a large customer base and the capacity to serve over 1,000 customers.",,,,,LLM Partner Matching Failed or No Match Found,Retail (Food),,,,,True,Appears Large / >=500 potential,"Fresh produce (fruits, vegetables, melons); Meat; Fish; International cheeses and sausages; Snacks; Coffees; Teas; Wines; Spirits; Custom gift baskets",Wide variety of food products; Weekly special offers; Quality and service orientation,Broad consumer base; Customers looking for everyday groceries; Customers looking for specialty food items,Direct sales through physical retail locations,SME,Uses Instagram (@galeriamarkthalle) to showcase their products and inspire customers.,The business model and target audience are clearly articulated in the summary.,727.0,Success
CNC GmbH Cologne News Corporation,,http://www.cnc-tv.de,Yes,"The company offers 'Corporate Media' services, indicating a focus on business clients. The text mentions 'Corporate Kunden' and 'Unternehmenskommunikation'.",Yes,"The company has multiple locations ('Standort Köln', 'Standort Essen'), 25 camera teams, and 25 edit suites, suggesting a large-scale operation capable of serving many customers. They also offer services for 'Live-Events & Show' which implies a large audience reach.",+4922145676212,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Digital-Marketing-Agentur, das sich auf Webdesign, Entwicklung und datengesteuerte Marketingstrategien für Unternehmen spezialisiert hat. Für dieses Unternehmen generieren wir täglich 5 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","CNC – Cologne News Corporation GmbH is a German media production company based in Cologne and Essen. They specialize in producing moving images for TV and online platforms, covering news, reports, dokutainment, magazines, and corporate media. Their services range from consulting and conception to implementation, including a virtual 3D studio and 25 edit suites with 2D/3D graphics capabilities. They also offer live event and show coverage, along with technical services such as EB-teams and post-production. CNC has been producing content for over 30 years, combining journalistic and technical expertise. They emphasize flexibility and professionalism, tailoring their services to individual client needs. Their subsidiary, make/c, focuses on video content marketing for corporate clients in the digital communication space.",PNP Media,Überschneidung im Bereich digitale Agentur-Dienstleistungen.; Gemeinsame Ausrichtung auf Webdesign und Entwicklung.; Potenzielle Synergien im Bereich Video Content Marketing und Online Marketing.,Media Production,"Industry: Digital Marketing Agency (Full-Service); Services/Products: Web Design & Development (creation of modern, user-friendly websites and online shops); Search Engine Optimization (SEO); Search Engine Advertising (SEA) & Google Ads; Performance Marketing (development of data-driven marketing strategies); Social Recruiting; Branding & Print Materials.; Target Audience: Businesses.; Business Model: Service-oriented (offers a broad palette of services).; Company Size: Startup / Small; Innovation Level: ""Innovative solutions""; ""Use of modern technologies and methods""; ""staying at the forefront of digital development.""",5.0,34,True,True,Appears Medium,"Moving image production; Consulting; Conception; Virtual 3D studio; Edit suites with 2D/3D graphics; Live event and show coverage; Technical services (EB-teams, post-production); Video content marketing",30 years of experience; Journalistic and technical expertise; Flexibility and professionalism; Tailored services,TV platforms; Online platforms; Corporate clients,Service-oriented; Project-based media production,Unknown/Not Specified,Summary mentions a virtual 3D studio and 2D/3D graphics capabilities.,The business model and services are clearly communicated. The target audience is broad but includes corporate clients.,728.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Naturheilpraxis Für Tiere,'+49 211 3985525,http://www.tierheilpraxis-karmann.de,No,"The text describes a 'Naturheilpraxis für Tiere' (Naturopathic practice for animals) offering services directly to pet owners, indicating a B2C business model. The text mentions 'Tierhalterseminare' (animal owner seminars) and services like 'Erste-Hilfe-Kurs für Hundehalter' (first aid course for dog owners), further supporting this.",No,"The text describes a 'mobile Naturheilpraxis' (mobile naturopathic practice) and mentions 'Hausbesuche' (house visits), suggesting a localized operation with limited capacity. There's no indication of serving a large customer base.",,,,,Pre-qualification failed: Not_B2B,Wellness Technology / Alternative Health Products,,,,,,,,,,,,,,732.0,Success
Die Buschenschank,'+43 732 239490,http://www.diebuschenschank.at,Yes,"The text mentions 'Betriebsausflüge' (company outings) and 'Weihnachtsfeiern' (Christmas parties), indicating services offered to businesses.",No,"The text describes a local restaurant ('Buschenschank') that hosts events. While it can accommodate groups, there's no indication of serving thousands of customers. The text mentions 'Gruppengröße' (group size) which implies a limited capacity.",,,,,Pre-qualification failed: Capacity_Under_1000,Retail Technology / Hospitality Technology,,,,,,,,,,,,,,733.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Fashion Point,'+49 9321 8737,http://www.fashionpoint-kitzingen.de,No,"The text describes a retail fashion store targeting individual customers, indicated by phrases like 'Mode.Schuhe.Accessoires', 'für Mode, die Sie gut aussehen und wohlfühlen lässt!', and customer testimonials about personal shopping experiences.",No,"The text describes a local store in Kitzingen with a focus on personal service and Stammkunden (regular customers), suggesting a limited, local customer base. There is no indication of large-scale operations or serving thousands of customers.",,,,,Pre-qualification failed: Not_B2B,Digital Marketing Agency / Web Development,,,,,,,,,,,,,,735.0,Success
diheiplus,'+41 52 647 10 00,http://www.diheiplus.ch,Yes,"The company offers 'Recyclingservice' and 'Brennholzservice', indicating services provided to other businesses or organizations.",No,"The text describes a local organization providing services to adults with cognitive impairments, suggesting a limited scale and focus on a specific community rather than a large customer base. The services like 'Brennholzservice' and a local 'Laden tschentro' also point to a smaller scale.",,,,,Pre-qualification failed: Capacity_Under_1000,Non-Profits / Associations (B2B),,,,,,,,,,,,,,736.0,Success
Divya Jyoti,,http://www.divya-jyoti.de,Unknown,The text provides insufficient information to determine if the company operates B2B or B2C.,Unknown,The text provides no information about the company's scale or capacity.,,,,,Pre-qualification failed: Not_B2B,Unknown/Not Specified,,,,,,,,,,,,,,737.0,Used_Fallback_Description
PC MediaStore,'+49 40 54154110,http://www.ep-mediastore-ab.de,Unknown,"The text ""PC:MediaStore - Ihre PC Spezialisten in Aschaffenburg"" does not provide enough information to determine if the company is B2B or B2C.",Unknown,"The text ""PC:MediaStore - Ihre PC Spezialisten in Aschaffenburg"" does not provide enough information to determine the company's capacity.",,,,,Pre-qualification failed: Not_B2B,Unknown/Not Specified,,,,,,,,,,,,,,738.0,Used_Fallback_Description
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Brillat-Savarin-Schule,,http://www.osz-gastgewerbe.de,Yes,"The school provides vocational training and collaborates with businesses, as indicated by ""Koordination der Zusammenarbeit mit den ISS-Kooperationsschulen"".",Yes,"The school has a large number of students: ""Mit etwa 5.000 Schülerinnen und Schülern gehört die Brillat-Savarin-Schule zu den größten Bildungseinrichtungen in Deutschland.""",,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für den Gesundheits- und Sozialbereich, das ebenfalls Bildungseinrichtungen und Studenten anspricht. Für dieses Unternehmen generieren wir täglich 8 Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.","The Brillat-Savarin-Schule is a large vocational school center (Oberstufenzentrum) located in Berlin, Germany, specializing in the hospitality and gastronomy sectors. It offers a wide range of educational programs, including vocational training (Berufliche Erstausbildung) in fields such as hotel management (Hotelfachmann/-frau, Kaufmann/-frau für Hotelmanagement), cooking (Koch/Köchin, Fachkraft Küche), restaurant and event management (Fachfrau/-mann für Restaurants- und Veranstaltungsgastronomie), and system gastronomy (Fachfrau/-mann für Systemgastronomie). The school also provides a two-year vocational program (Zweijährige Berufsfachschule BF in Vollzeit) and a program for obtaining the Abitur (Gymnasiale Oberstufe). The school supports students with various services, including social workers, career counseling, and integration support. It actively participates in national and international competitions and projects, such as the Taugé-Kochwettbewerb and international school exchanges with countries like France, Poland, Italy, and South Africa. The school also emphasizes digital education, utilizing platforms like WebUntis for digital class registers and cloud-based communication. The Brillat-Savarin-Schule collaborates with various integrated secondary schools (Integrierte Sekundarschulen, ISS) in Berlin to offer ""Schnupperbesuche"" (taster visits) to introduce students to the vocational programs offered.",Relias Learning GmbH,Gemeinsame Ausrichtung auf digitale Bildung.; Ähnliche Dienstleistungen: Digitale Lernplattformen und E-Learning-Lösungen.; Zielgruppe: Bildungseinrichtungen und Studenten.,Vocational Education,"Industry: E-Learning; Digital Education for Healthcare and Social Services; Services/Products: Digital learning platforms; Tailored e-learning solutions for hospitals, nursing homes, social institutions, and emergency services; Online courses with interactive modules and certificates; Legally compliant digital certifications and automatic documentation for mandatory training; Personnel development with individual learning plans and competency analyses.; Target Audience: Healthcare sector (hospitals, nursing homes, medical professionals, nurses); Social care sector (social institutions, social workers); Emergency services.; Business Model: Provider of digital learning platforms and e-learning solutions (likely SaaS or subscription-based).; Company Size: SME (General); Innovation Level: Focus on ""digital"" solutions (digital further education, digital learning platforms, digital certificates, automatic documentation); E-Learning; Interactive modules; Development of digital education solutions.",8.0,6,,,Appears Large / >=500 potential,Vocational training in hotel management; Vocational training in cooking; Vocational training in restaurant and event management; Vocational training in system gastronomy; Two-year vocational program; Program for obtaining the Abitur,Wide range of educational programs; Support services for students; Participation in national and international competitions; Emphasis on digital education; Collaboration with integrated secondary schools,Students interested in hospitality and gastronomy; Integrated secondary schools in Berlin,Vocational school center offering educational programs and support services,Large Enterprise,"The school also emphasizes digital education, utilizing platforms like WebUntis for digital class registers and cloud-based communication.",The business model and target audience are clearly communicated in the summary.,740.0,Success
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
,,MissingURL,,,,,,,,,Failed at URL Validation: InvalidURL,,,,,,,,,,,,,,,,
Schlichtungsstelle,,http://www.schlichtungsstelle-see-gaster.ch,Yes,"Hostpoint offers ""web hosting services"" and ""e-mail and web projects"" tailored to requirements, indicating a B2B focus.",Yes,"The text implies a scalable service offering web hosting, suggesting the capacity to serve a large number of customers. The mention of a ""Control Panel that gives you convenient access to your server at all times"" also points to a scalable infrastructure.",,,,,LLM Partner Matching Failed or No Match Found,Web Hosting,,,,True,,Unknown,Web hosting services; Email services; Website builder (Hostpoint's Sites),Flexible all-in-one packages; Modular tools for website building; 30-day free trial,,Subscription-based web hosting and website builder,SME,,"The business model is clear, but the target group is not explicitly stated.",745.0,Success
