Company Phone,Website,Industry,# Employees,Company,original_index,is_b2b,serves_1000,sales_pitch,matched_golden_partner,match_reasoning
'+49 1511 6589655,http://www.soluware.de,information technology & services,19,Soluware,12267,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im Industriesektor spezialisiert hat und Lösungen für die Wartung und das Anlagenmanagement komplexer technischer Anlagen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Ausrichtung auf die Digitalisierung von Industrieprozessen.; Überschneidung im Bereich der Softwareentwicklung für industrielle Anwendungen.; Fokus auf die Optimierung von Wartungs- und Anlagenmanagementprozessen.
'+49 6157 986380,http://www.viprotron.de,machinery,15,Viprotron GmbH,12270,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Automatisierungstechnik, das sich auf Verpackungs- und Palettierungsmaschinen für die Glasindustrie spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",project Service & Produktion GmbH,"Ähnliche Zielgruppe: Glasindustrie (Viprotron liefert Qualitätskontrollgeräte für architektonisches Glas, project Service & Produktion GmbH bietet Automatisierungslösungen für verschiedene Industrien, einschließlich der Glasindustrie).; Überschneidung im Bereich Automatisierungstechnologie: Beide Unternehmen bieten Lösungen zur Automatisierung von Produktionsprozessen an.; Potenzielle Synergieeffekte: Viprotron könnte seine Qualitätskontrollgeräte in die Verpackungs- und Palettierungsmaschinen von project Service & Produktion GmbH integrieren."
,http://www.doag.org,information technology & services,29,DOAG,12276,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation von Industrieunternehmen mit komplexen technischen Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Gemeinsame Zielgruppe: IT-Anwender und Unternehmen, die komplexe technische Anlagen nutzen.; Ähnliche Ausrichtung: Fokus auf IT-Lösungen und digitale Transformation.; Überschneidung bei Dienstleistungen: RODIAS bietet IT-Beratung und kundenspezifische Softwareentwicklung, was für die IT-Community relevant ist."
'+49 6151 87010181,http://www.3spin-learning.com,e-learning,22,3spin Learning,12283,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning und digitale Bildung, das sich auf digitale Lernplattformen für den Gesundheits- und Sozialbereich spezialisiert hat und sich an Personalabteilungen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,Gemeinsame Branche: E-Learning und digitale Bildung.; Ähnliche Produkte/Services: Digitale Lernplattformen und E-Learning-Lösungen.; Gemeinsame Zielgruppe: Gesundheits- und Sozialwesen.
'+49 731 3793050,http://www.dreicad.de,information technology & services,20,DREICAD GmbH,12284,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation im Industriesektor spezialisiert hat und ebenfalls Unternehmen mit komplexen technischen Anlagen anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Ausrichtung auf die Digitalisierung von Prozessen im industriellen Umfeld.; Ähnliche Dienstleistungen im Bereich IT-Beratung und Softwareentwicklung für komplexe technische Anlagen.; Fokus auf Automatisierung und Effizienzsteigerung durch IT-Lösungen.
'+49 69 15322530,http://www.benefits.me,information technology & services,30,Benefits.me,12290,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Cloud-basierte HR-Software, das ebenfalls mittelständische Unternehmen anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",HRlab,Gemeinsame Zielgruppe: Mittelständische Unternehmen.; Ähnliche Produkte/Services: Cloud-basierte HR-Software zur Personalverwaltung und Prozessautomatisierung.; Überschneidung bei Lösungen für digitale Personalprozesse.
'+49 781 92417170,http://www.conversionmaker.com,marketing & advertising,21,Conversion Maker,12292,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digitalagentur, die sich auf Webentwicklung, SEO und Automatisierung spezialisiert hat und Unternehmen dabei hilft, ihre Online-Präsenz zu optimieren und mehr Umsatz zu generieren. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Digitalagentur1,Ähnliche Dienstleistungen: Leadgenerierung und Conversion-Optimierung.; Fokus auf digitale Prozesse und Automatisierung.; Bietet Lösungen zur Umsatzsteigerung durch digitale Strategien.
,http://www.firstcomeurope.de,telecommunications,27,Firstcom Europe,12295,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Dienstleistungen, das ebenfalls Telekommunikationslösungen wie VoIP und schnelle Datennetze anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",visitronic GmbH,"Gemeinsame Branche: IT-Dienstleistungen und Telekommunikation.; visitronic bietet VoIP-Telefonie und Netzwerktechnologie an, was sich mit den Telefoniesystemen und Internetdiensten von Firstcom Europe überschneidet.; visitronic bietet Dienstleistungen für die Einrichtung schneller Datennetze an."
'+49 221 39093390,http://www.synnecta.com,management consulting,17,SYNNECTA,12298,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Unternehmensberatung für Prozessoptimierung, das sich an Produktionsfirmen und Dienstleister richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Denkmal Zukunft GmbH & Co. KG,Ähnliche Dienstleistungen: Organisationsentwicklung und Change Management.; Gemeinsamer Fokus: Verbesserung der Teamleistung und Führungskräfteentwicklung.; Überschneidung im Beratungsansatz: Strategie- und Visionsentwicklung.
'+1 866-504-9620,http://www.help-logistics.org,nonprofit organization management,28,HELP Logistics,12299,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Logistiklösungen, das sich auf die Digitalisierung und Effizienzsteigerung von Prozessen im Logistik-, Transport- und Supply-Chain-Management-Sektor konzentriert. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",NxtLog,Gemeinsame Ausrichtung auf Logistik und Supply Chain Management.; Ähnliche Produkte/Services: Digitale Lösungen zur Optimierung und Automatisierung von Logistikprozessen.; Fokus auf Echtzeit-Datenanalyse und KI-gestützte Optimierung in der Logistik.
,http://www.swissagisan.ch,"health, wellness & fitness",15,SwissAgiSan,12306,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Healthcare-Technologie, das interaktive Aktivitätstische für die Betreuung von Senioren und Menschen mit kognitiven Einschränkungen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",De BeleefTV,"Gemeinsame Zielgruppe: Betreuungseinrichtungen, die sich an Senioren und Personen mit kognitiven Beeinträchtigungen richten.; Ähnliche Produkte/Services: Interaktive Technologie zur Unterstützung von Senioren und Menschen mit eingeschränkter Autonomie.; Fokus auf die Verbesserung der Lebensqualität von älteren Menschen durch Technologie."
'+49 2846 590990,http://www.enhanceuniversity.eu,higher education,23,ENHANCE Alliance,12307,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für den Gesundheits- und Sozialbereich, das sich ebenfalls an Hochschulen und Forschungseinrichtungen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,Gemeinsame Ausrichtung auf den Bildungssektor.; Ähnliche Produkte/Services: Digitale Lernplattformen und E-Learning-Lösungen.; Zielgruppe: Bildungsinitiativen für Hochschulen und Forschungseinrichtungen.
'+41 32 886 90 90,http://www.aross.ch,"health, wellness & fitness",22,AROSS,12309,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für das Gesundheits- und Sozialwesen, das sich an Krankenhäuser, Pflegeheime und soziale Einrichtungen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,"Gemeinsame Zielgruppe: Gesundheits- und Sozialwesen (Krankenhäuser, Pflegeheime, soziale Einrichtungen).; Ähnliche Dienstleistungen: Digitale Lernplattformen und E-Learning-Lösungen.; Überschneidung im Angebot: Online-Kurse und Zertifizierungen für Fachkräfte."
'+49 30 30649010,http://www.apeunit.com,information technology & services,24,Ape Unit,12313,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich KI-Lösungen und Cloud-Entwicklung, das sich an Unternehmen richtet, die ihre Prozesse digitalisieren und automatisieren möchten. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Linovy,"Gemeinsame Ausrichtung auf digitale Innovation und Automatisierung.; Linovy bietet Cloud-Technologien und KI-gestützte Automatisierung, was zu Ape Units Fokus auf Web3 und KI-Anwendungen passt.; Beide zielen auf Unternehmen ab, die digitale Lösungen suchen."
'+41 44 382 98 72,http://www.swiss4ward.com,information technology & services,17,SWISS4WARD,12314,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich E-Learning für den Gesundheits- und Sozialbereich, das ebenfalls Krankenhäuser und medizinische Fachkräfte anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Relias Learning GmbH,Gemeinsame Ausrichtung auf den Gesundheitssektor als Zielgruppe.; Ähnliche Produkte/Services: E-Learning-Plattformen und digitale Bildungsangebote.; Überschneidung bei der Bereitstellung von Softwarelösungen für den medizinischen Bereich.
'+49 30 994045277,http://www.sweap.io,information services,23,Sweap,12316,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digitalagentur, die Webdesign und Online-Marketing für Unternehmen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",PNP Media,"Überschneidung im Bereich digitale Dienstleistungen.; PNP Media bietet Webdesign und Entwicklung an, was für Event-Websites relevant ist.; Gemeinsame Ausrichtung auf Unternehmen als Zielgruppe."
,http://www.pacta.ai,information technology & services,18,PACTA.,12317,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Legal Tech Software, das digitale Lösungen für Notariate anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Notara,"Gemeinsame Branche: Legal Tech Software; Ähnliche Produkte/Services: Automatisierte Datenerfassung und digitale Lösungen für rechtliche Prozesse; Zielgruppe: Notariate (ähnlich den Zielgruppen von Pacta, die Rechtsabteilungen und Anwaltskanzleien umfassen könnten)"
'+49 211 23395079,http://www.aifora.com,information technology & services,15,aifora,12318,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich digitale Logistiklösungen, das ebenfalls Unternehmen in den Bereichen Logistik, Transport und Supply Chain Management anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",NxtLog,Gemeinsame Ausrichtung auf digitale Lösungen für Logistik und Supply Chain Management.; Ähnliche Produkte/Services: Software zur Optimierung und Automatisierung von Prozessen.; Fokus auf KI-gestützte Optimierung für Logistikplanung und Routenoptimierung.
'+49 52 58980900,http://www.fmb-care.de,furniture,18,FMB care GmbH,12320,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich nachhaltige Blisterverpackungslösungen, das sich ebenfalls an Pflegeeinrichtungen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",go.ecoblister GmbH,"Gemeinsame Zielgruppe: Pflegeeinrichtungen (einschließlich Pflegeheime und Seniorenheime).; Überschneidung im Bereich der Versorgung von Pflegebedürftigen.; go.ecoblister bietet Lösungen für die Medikamentenversorgung in Pflegeeinrichtungen, was gut zu den Produkten für die Pflege passt."
,http://www.mr-pixel.de,marketing & advertising,16,mr. pixel KG,12321,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digitalagentur, die ebenfalls Webdesign und Online-Shop-Entwicklung für Unternehmen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",PNP Media,"Gemeinsame Branche: Beide Unternehmen sind als Digitalagenturen tätig.; Ähnliche Dienstleistungen: Webdesign, Online-Marketing (SEO, SEA); Zielgruppe: Beide fokussieren sich auf Unternehmen als Kunden."
'+49 36602 5100,http://www.lento.de,furniture,18,lento,12322,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Softwareentwicklung, das kundenspezifische Bürolösungen für Unternehmen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",DEVIM - Software Solutions UG,"B2B-Fokus: Beide Unternehmen zielen auf Geschäftskunden ab.; Softwareentwicklung: DEVIM bietet kundenspezifische Softwarelösungen an, was mit dem Bedarf an Büroeinrichtungen in Unternehmen korreliert.; Digitalisierung: DEVIM unterstützt die digitale Transformation, was für Unternehmen, die moderne Büroeinrichtungen suchen, relevant ist."
'+49 30 340606841,http://www.bakdata.com,information technology & services,19,bakdata,12326,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation im industriellen Sektor spezialisiert hat und massgeschneiderte Softwarelösungen für die Wartung und das Anlagenmanagement anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Beide Unternehmen bieten IT-Dienstleistungen an.; RODIAS GmbH bietet massgeschneiderte Softwarelösungen, ähnlich den massgeschneiderten, datenorientierten Softwarelösungen von Bakdata.; RODIAS GmbH bietet Beratungsdienstleistungen an, was mit der individuellen Beratung von Bakdata übereinstimmt."
'+49 52 51529400,http://www.hks-systeme.de,information technology & services,18,HKS Systeme GmbH,12327,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Dienstleistungen, das innovative Schwesternrufsysteme für Betreutes Wohnen und Pflegeeinrichtungen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",visitronic GmbH,Überschneidung im Bereich IT-Dienstleistungen.; Gemeinsame Zielgruppe: Betreutes Wohnen und Pflegeeinrichtungen (für Schwesternrufsysteme).; Ähnliche Produkte/Services: Beratung und Implementierung von innovativen Schwesternrufsystemen.
'+49 30 89732521,http://www.i2medi.com,hospital & health care,15,i2medi,12328,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Healthcare Technology, das eine Clinical Decision Support System (CDSS) für medizinisches Fachpersonal anbietet und sich an Ärzte, Kliniken und Gesundheitseinrichtungen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",MEDICEO,"Gemeinsame Industrie: Healthcare Technology und Medical Software.; Ähnliche Produkte/Services: Fokus auf digitale Lösungen zur Unterstützung medizinischer Fachkräfte.; Gemeinsame Zielgruppe: Ärzte, medizinisches Fachpersonal und Kliniken."
'+49 511 64722731,http://www.medizinio.de,"health, wellness & fitness",17,Medizinio GmbH,12329,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Healthcare-Technologie und medizinischer Software, das ebenfalls Ärzte und medizinisches Fachpersonal anspricht und digitale Lösungen zur Unterstützung medizinischer Entscheidungen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",MEDICEO,Gemeinsame Zielgruppe: Ärzte und medizinisches Fachpersonal.; Ähnliche Produkte/Services: Digitale Lösungen zur Unterstützung medizinischer Entscheidungen und zur Optimierung von Arbeitsabläufen in Kliniken.; Überschneidung im Bereich der Healthcare-Technologie und medizinischer Software.
'+41 71 932 13 33,http://www.gelpell.com,pharmaceuticals,18,Gelpell AG,12337,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich nachhaltige Blisterverpackungslösungen und pharmazeutische Verpackungstechnologie, das sich an Pharmazien und Pflegeeinrichtungen richtet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",go.ecoblister GmbH,Gemeinsame Zielgruppe: Pharmazien und Pflegeeinrichtungen.; Ähnliche Produkte/Services: Verpackungslösungen für Medikamente (Blisterverpackungen).; Überschneidung im Bereich der pharmazeutischen Verpackungstechnologie.
'+49 178 5250603,http://www.secfix.com,information technology & services,25,Secfix,12338,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich eSignatur-Software, das sich an kleine und mittlere Unternehmen (KMU) richtet, die DATEV nutzen. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",tegoly,Ähnliche technologische Ausrichtung: Software-as-a-Service (SaaS); Fokus auf digitale Lösungen für Unternehmen; Überschneidung bei Datenschutz-Konformität (DSGVO)
'+49 52 51694110,http://www.inlogy.de,information technology & services,24,INLOGY GmbH,12340,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im Industriesektor spezialisiert hat und Lösungen für die Instandhaltung komplexer technischer Anlagen anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Expertise in IT-Beratung und Softwareentwicklung.; Fokus auf digitale Transformation und kundenspezifische Lösungen.; Überschneidung im Bereich der Anwendungsentwicklung und Systemintegration.
'+49 6151 79030,http://www.idat.de,information technology & services,22,IDAT GmbH,12341,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich KI-gestützte Automatisierungssoftware für Bauunternehmen, das ebenfalls Bauunternehmen anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",reebuild,Gemeinsame Zielgruppe: Bauunternehmen.; Ähnliche Produkte/Services: Softwarelösungen für die Baubranche.; Technologischer Fokus: KI-gestützte Automatisierung und Digitalisierung von Prozessen im Baugewerbe.
'+49 40 3231850,http://www.bdv-behrens.de,chemicals,30,BdV Behrens GmbH,12346,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation von Industrieunternehmen mit komplexen technischen Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Gemeinsame Ausrichtung auf Industrieunternehmen mit komplexen technischen Anlagen.; RODIAS bietet IT-Beratung und kundenspezifische Softwarelösungen, was zu den Beratungsdienstleistungen von BDV-Behrens passt.; Fokus auf die Optimierung von Prozessen und die digitale Transformation in Industrieunternehmen."
'+43 1 9346855,http://www.dataspot.at,information technology & services,28,dataspot. Ltd,12348,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation und massgeschneiderte IT-Lösungen für die Wartung und das Asset Management komplexer technischer Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Gemeinsame Ausrichtung auf IT-Beratung und digitale Transformation.; RODIAS bietet massgeschneiderte IT-Lösungen für die Wartung und das Asset Management komplexer technischer Anlagen, was gut zu den Data-Governance-Lösungen von DataSpot passt.; Beide Unternehmen zielen auf die Optimierung von Geschäftsprozessen durch Datenmanagement ab."
'+49 81 0489080,http://www.wisap.de,medical devices,18,WISAP Medical,12355,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich HealthTech, das intelligente Systeme zur Überwachung von Drainagen und Kathetern für Krankenhäuser entwickelt. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Elixion Medical,Gemeinsame Industrie: Medizintechnik/HealthTech; Ähnliche Zielgruppe: Krankenhäuser; Fokus auf innovative Lösungen und Digitalisierung von Gesundheitsprozessen
'+49 89 9705150,http://www.aton.de,venture capital & private equity,16,ATON GmbH,12357,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im industriellen Wartungs- und Anlagenmanagement spezialisiert hat und Industrieunternehmen mit komplexen technischen Anlagen anspricht. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Zielgruppe: Industrieunternehmen mit komplexen technischen Anlagen.; Ähnliche Dienstleistungen: IT-Beratung und kundenspezifische Softwarelösungen für Wartung und Anlagenmanagement.; Überschneidung bei Technologien: Fokus auf digitale Transformation und Industrie 4.0 Lösungen.
'+43 1 5875770,http://www.pit.at,information technology & services,28,PIT.at,12363,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf digitale Transformation im Bereich Wartung und Anlagenmanagement komplexer technischer Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,"Gemeinsame Branche: IT-Beratung; RODIAS GmbH bietet kundenspezifische IT-Lösungen für die Wartung und das Asset Management komplexer technischer Anlagen, was mit den Datensicherheitslösungen von PIT übereinstimmt.; Beide Unternehmen bieten IT-Beratungsdienste an."
,http://www.on.de,information technology & services,18,handz.on GmbH,12367,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung für Industrieunternehmen mit komplexen technischen Anlagen, das ebenfalls Lösungen für Wartung und Anlagenmanagement anbietet. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Gemeinsame Ausrichtung auf IT-Beratung und Softwarelösungen.; Fokus auf digitale Transformation und IT-Projektmanagement.; Überschneidung im Bereich Enterprise Asset Management (EAM).; Expertise in KI im Kontext von Wartung und Anlagenmanagement.
'+49 73 114613240,http://www.palark.com,information technology & services,26,Palark GmbH,12375,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich IT-Beratung, das sich auf die digitale Transformation von Industrieunternehmen mit komplexen technischen Anlagen spezialisiert hat. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",RODIAS GmbH,Ähnliche Ausrichtung auf IT-Lösungen für Unternehmen.; Fokus auf digitale Transformation und Automatisierung von Prozessen.; Überschneidung im Bereich Consulting und Softwareentwicklung.
'+43 1 8902845,http://www.tailored-apps.com,information technology & services,25,Tailored Apps,12380,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für eine Digitalagentur, die sich auf Webentwicklung und E-Commerce spezialisiert hat und Unternehmen bei der Digitalisierung unterstützt. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",Digitalagentur1,Ähnliche Dienstleistungen: Webentwicklung und E-Commerce; Fokus auf Digitalisierung und Automatisierung von Prozessen; Überschneidung im Bereich IT-Dienstleistungen
'+43 384 230300,http://www.qoncept.at,information technology & services,20,qoncept,12381,Yes,Yes,"Ich rufe Sie an, weil wir bereits sehr erfolgreich ein ähnliches Projekt umgesetzt haben – für ein Unternehmen aus dem Bereich Automatisierungstechnik, das ebenfalls die Stahlindustrie bedient. Für dieses Unternehmen generieren wir täglich {programmatic placeholder} Leads und möchten gerne besprechen, wie wir das auch für Sie erreichen können.",project Service & Produktion GmbH,Gemeinsame Zielgruppe: Stahlindustrie; Ähnliche Produkte/Services: Automatisierungstechnologie; Beide Unternehmen bieten Lösungen zur Effizienzsteigerung in Produktionsprozessen.
